"cs_gb","cv","gpp_gb","nbp","npp_n_gb","runoff"
599282845943011,112198327222499,3890145.46456667,1054235666501.11,47268221643971.4,1072625888.29084
513794658060614,159578668756111,5348797.09193924,492965798347.806,37653587731452.6,1314407122.98779
891766959780379,191292108274506,3495397.02964246,1006160196009.67,40094886268029.3,843521626.678296
378376883448725,50990670617726,1432509.49857978,105865104008.699,12363034236798.4,1184034032.3563
1183879818168861,45529656210482.7,4706518.48823281,308176577381.319,36670807926019.7,876688481.650301
927069835467246,652256706151031,4265700.18127034,1737346044631.26,60988577272838.3,885922614.267237
1118726745628194,923492104429.364,50737.6653656315,49989083914.508,647647617478.6,42182856.4512355
2243815899277.3,120424118555.85,20229.2281411481,4744665097.55554,211077792328.775,1530762890.17865
318358240860617,49150146151117.3,2824229.63317753,256139197073.932,27105499067877.1,993259314.797082
901973599807386,115333856060261,2898013.98307535,394502766070.721,42883387043878.9,894385844.345686
927466062365612,713305031359081,3378749.05978875,2723204018987.48,59351228173334.5,695591274.711315
135896868031923,5824662514396.05,935492.191918235,114228049050.092,6444600262159.58,1393014763.34117
326688030662366,33016964241314.6,2580695.04142675,264678550873.942,30586059909800.9,1028845227.46451
1028909296046648,629273998771.014,49208.7534513087,35970306041.556,607857033742.459,108423496.277252
245400455614650,55676171583142.7,3464511.1357854,378734734141.805,25723798478141.3,1096513177.75791
411977721375180,16988493937312.4,4369521.82420374,183317966874.517,38644166603910.6,1018303514.6393
341373200040793,562377984432538,5113905.43765469,1619587157400.81,44976699927778.2,877792333.576368
1390269517484487,394455446090801,5006286.16284789,2100977870404.7,67977459675294.9,1014547639.80625
574319555609810,28875104978026.7,4697927.63109934,234268555500.162,51873372103214.6,1051340133.95731
973791466148989,35996378188.3856,3096.04095510741,486473872.374635,33228848672.7349,3384468.88021281
679995026418764,17377716580822.9,3313503.99422006,-78283241308.702,42886167459249.5,892688430.254189
1009995516299615,246759892353100,3934476.16755765,1149508211065.99,57542888860822.2,921290219.801586
314745473407731,119988698277824,1294612.42590805,344506132501.133,14741602586123.8,1293065991.67874
1010166117342828,29226245738.2184,1853.92817605783,1411457503.5423,18889922157.7502,3638818.77140471
1297949880723492,757989983943729,5092897.18736565,2845404763344.36,84048588075522.3,906194368.841862
1103906746644783,643707998663442,4687990.83815266,2743626435259.12,64859751857944.5,875969159.095493
851838646649668,280337474203363,4055653.80122957,1101846850567.26,43505803553144.7,816583675.514609
397933281962686,17888916307366.3,2367100.70629094,78884274294.3628,37866995017172.1,1338207661.53952
814127328006269,441419840940693,4408465.20567911,1859816534498.36,63981910428972.5,858314181.843451
581110253232203,428893905572045,3524820.94709666,913799228269,44545984240400.8,1116179471.4277
157737940737145,185246046469500,2136110.29880832,809193853528.919,18858910871108.2,1186145598.35663
522441102063685,242404745644943,3303822.03745822,726485702569.564,34297318599232,1019103698.40575
1198865747596908,323137840255747,5013137.9504402,1956397323444.61,62244092082176.1,1074328707.77388
727093662103798,13345517375719.9,1673610.49697733,-54149536734.3864,16182267801005.2,1098355741.52255
428682504527687,144434771032112,3040760.09264596,727625725582.497,30083762150987.3,940715398.417772
294015969073555,47018484126326,3520640.35467631,404659652386.816,29209054804561.5,1190398719.36049
339674039646764,46753016511826.8,1256270.12393809,58722297138.9107,12401208401945.1,1353440139.65415
1229090164105167,37797814414912.8,4782299.58468574,-189915169124.481,69150366837682.5,1106404616.97449
NA,NA,NA,NA,NA,NA
1073701716055710,48401719951693.1,1221859.59915332,422884788959.994,14277027079458.4,343269028.231397
744765158733780,26993071524561,4217486.82518981,-113908322549.423,29565100232838.2,997769124.59284
1145441967323848,6987180490248.1,241558.052668206,191760643898.559,3766277197616.23,54911399.7797311
496324457523558,26786018601027.6,4076787.82532371,-1261899991.28561,28664154890870.9,971864237.055568
1297155751701649,755480117786994,5943787.54408378,2510854936735.72,64299760083779.6,911742261.130234
649965243679693,54218718629581,3864497.65338943,429955161208.706,53279625842118.3,1086774414.36374
503550451436082,157481901336718,3505812.03210426,895855849146.712,51152223318008.9,1076195377.72811
1528484054209072,205631910890056,3352566.90410635,688332239891.252,48995893529796.8,1019746319.5117
1026817551684504,1293829629518.26,66370.909819538,13382751071.6562,979932067773.916,13734190.5206865
474711345541276,112559033974229,3657436.35938599,533140232479.36,31004880822333.4,848398062.934206
650718025955545,9716692849993.39,3040810.33147314,196826482802.932,28127982865050.5,1149907239.62635
1072728259446294,108475500116784,3844193.39170505,263898496098.654,54776384225843.6,960724784.581267
294681749775109,342411350343211,3037158.83152406,1175556150241.9,22646215126680.9,849635844.262721
1106847628173730,163648668129.701,8098.40128095893,6102158227.17144,83921795226.6154,4566250.4216963
405604074198168,126645615370246,3777095.19243009,733562161099.899,35511625414080.9,914001504.183184
181552502191909,21104234683829.2,1284941.49945906,83232922374.9415,8988962890841.21,1376823815.05706
449421929001199,404003908475438,2289653.30059901,1359095641346.19,27159141147949.1,980574298.543775
462299651559884,50883123823742.1,2392510.75497623,345396797005.437,24207145885947.5,1239954873.81048
1000355362174980,362925990460553,3592756.08060392,1623571823121.26,52034529609149.2,732644068.975314
579339072191901,237669336755291,3500332.71284082,1254902162183.7,34962003600287,752469301.049494
1192460202586988,84421348968147,2306730.21827326,921048864461.115,30494208288487,304651905.00351
1444329268119746,315757826281454,4342047.47251341,1450278546284.58,71503877136565.5,787354068.695413
16527808082929.5,832931608036.958,132941.366147628,28400022801.7498,2167634154993.18,1424095888.64353
1010294659440900,904121615889820,5071627.38630548,2790096186485.56,72065892385293.2,685891371.660571
987624171731609,578148034916121,5296891.91272773,1848434484350.14,53878101115232.3,795622681.665489
396364232891429,73778847860046.9,2909639.62818874,371161737123.439,33455948842411.1,1232260065.87756
46779245958715.3,1871385387287.97,474012.446872637,-38608618009.7281,3639604116114.21,1394630465.34524
49277340502681.4,8579430726915.6,562411.222440425,115360561593.066,6031226268375.39,1531179690.10991
1259357374910520,58583423856203.9,4343962.60899015,654534277219.327,50166952366904.2,1140771307.73569
13655473504173.8,950567186936.133,183937.595038584,-2580147977.90255,2183741388941.77,1520005120.33985
707057167209667,321804762125128,3772303.21390239,929173939034.779,37291572216256.8,1048797826.12699
400400539955014,9846016959627.32,2583361.32798758,249217987315.55,27999401614273.9,1218820911.08827
558351028502003,136003743659520,3383045.82524445,696717545776.488,58278466117080.4,1127704408.18153
569523091485496,479834028195506,5414341.14721886,2104843117196.02,47816005624270.9,867587054.409205
930547617997925,25951504845427.5,264489.319121206,326389441289.237,3378133015737.53,76908661.0909218
944146947957064,555231961995076,3632183.3109784,1957866303104.83,58879544198306.5,841360919.60323
NA,NA,NA,NA,NA,NA
1106035264068607,4606073542924.74,164600.333598411,139952840401.549,2008702053025.73,51263464.9540199
535855667989701,724291424662690,3657297.48083748,2354472175412.16,53262599317215.9,636240084.678349
641081896675619,49716967032869.7,3730605.69927333,152019647151.258,66803253803057.1,1196412864.34434
827868254988906,1750726090392.41,17567.1568073816,15124742961.1549,178941884392.233,48680188.3227769
892690220322982,164359227.433125,8.1292246410036,-229470089.100538,81436133.6723181,4392621.99212187
862190487773321,216314599384585,3319532.7885593,166042133746.234,62277235724197.4,983160534.291701
797205758686202,15084810479945.1,3561580.78012082,69206550109.3759,51344268034361.8,1042881040.5378
486158622413110,23608053776479.6,3838719.74214389,52667384421.3754,43366568157064.6,923427603.505192
794371828763147,597251514221258,3799790.00212648,1821104207645.17,58433328876062.1,844157300.109427
1250861977664456,709565720978.066,29444.9273952233,54881822184.919,555130396632.894,10916207.7699269
NA,NA,NA,NA,NA,NA
1510236890893918,364322532179268,3368398.41484639,1969323081085.46,49699726081854.7,900663118.89607
1141370096226604,1287194247348.12,55478.1531866745,22130158088.4597,610794884694.199,16274993.5544741
2330826410339078,438074061926227,3541466.71432188,2769492775297.83,70219445385257.5,793991462.674393
507088746139224,76657232351844.5,5042581.11786357,537013431403.057,43295761047876.7,898375734.228537
776364630261203,32192689428392.5,5198314.47629223,112961298223.913,64207493357450.4,1026698233.62081
8298272207452.63,756588463074.853,145059.978821927,75733970686.9651,1342916296305.67,1518231651.66461
1065216658496299,1258105046.1436,164.640339052611,-60837906.3487351,1971083520.2694,5228492.18121852
917474620919480,3592057194574.82,84937.10493823,37559066494.6588,898384790974.65,48544012.3255089
955101809571190,386592962276875,3220566.98337274,1165671140829.03,30722314090098.2,877100940.008775
823066058322846,191646380439303,4760282.05323403,822934221657.854,49047072923317.6,967825294.556296
1267877966874352,184140428161221,2865767.92277485,593118362086.499,36506121388023.5,1189472226.64036
235113203099458,19711437701841.2,2016846.63660933,-181727641541.622,22982728230424.6,1131144121.73931
761731640488945,113581496940854,2531185.74937244,629707620457.779,35448795174925.1,968984919.536331
979973034242437,2113169083143644,4398745.23529206,4007862805461.41,65811840636239.7,606804580.048461
86332160172721.3,59548110514331.8,577304.249895564,306880475488.115,8369209232495.97,1325790967.81892
1924084274144693,45601613786983.4,5287823.47004397,-278071490778.8,68241439703637.9,1092255890.53829
708152219437180,37460396020075.2,5842902.20728293,67581301782.3768,54987539653753.3,1013847919.08529
244193187888098,72097903084488.7,1647337.34888199,327043501777.987,25013152414758.7,1329753586.29341
923563079125754,210310114300024,1921359.75744402,1035967030114.28,18559379084180.4,1188928954.76506
4315100936857888,39740602040860.8,5862809.71899331,1434437289358.4,106990135129095,982580574.683716
1159832215443080,1642335045381.47,40859.2647175603,30008371335.2161,419413914693.672,28097065.0953199
221918096077741,45570052865432.1,2125548.07593747,270512992999.509,19449008642590.5,1175051923.83302
1210847613845402,48629066629857.4,3434321.07472065,683317507450.198,31712191060494.3,1079228908.85555
583516623252215,207657550221181,3094762.49390667,692108244502.339,32189545827407,1011133633.95857
850114803470642,17920888518756.6,3296499.16752173,160203805105.002,39631965843239.3,1086144861.19795
413654551476184,506781051486751,4206721.67078712,1855409674051.59,38179676639592.7,1011433877.08628
926581879009537,2234223007422.4,175638.23891512,26211092979.4364,2013663442467.47,41491435.7310843
349507602626632,128051529599806,1763092.96380308,315265772780.023,19919712344942.2,1362256832.11745
1207693634667011,601999700822547,5200765.33596591,1841675063903.75,72940989203830.1,970991856.133713
670157079353183,291209382449370,2794000.65344364,1059822903054.8,39298351639890.3,1071624034.92319
734911453420938,301669007334719,3042456.82116634,1188224336282.93,28223923830373.5,730006302.522156
1171581989256178,1005342785604.53,10156.3494218767,10912073038.034,93890552713.8669,13468030.9675285
1280369920306278,62383958681396.1,4438864.14574843,565917122880.897,56417476187597.4,1207662423.01161
577155507049382,23850417353750.1,4491051.72482122,522315877160.341,50273173617609.3,1066253857.42872
288127509318248,263896861709472,3364207.94601146,458807187254.091,24417643776102.2,977224720.863127
1337094507034549,483092836810614,3548341.96157194,2869625409027.54,63883856770221,736269876.54555
1917926557746573,594114352516882,5007422.61148504,3226640939987.83,79421657880797.2,939135926.000049
1142855606188727,1909514759242.65,36740.4594202445,23179261446.6628,306384711837.636,30579422.507651
26955972119798.9,677013063269.966,122496.58439309,-13753073555.286,1404764746566.54,1455135447.43633
527650064254157,28951333097604.2,4599066.8759978,253010217013.757,55486045170153.9,1049877930.77145
1450274863045436,286911829755504,2727063.28075388,601510842964.439,41932744323373.3,1215423022.30205
1031281369954589,49774397576.4346,1775.67271300641,3377530860.35064,32194034285.8507,3408096.71829786
20861750061048.5,3333251772988.52,318343.470532576,-19486565815.6737,3015983409217.19,1476620066.27298
441479223327409,26698761111314.2,3933518.05433012,-42353531964.7669,52990712180934,1051526360.97235
375401482248136,644846136081369,2467023.21396568,1566523727566.64,27063052545415.2,978364309.749497
972624231086637,16478431466988.3,284406.291792127,85282629644.6634,2914755266925.77,90145837.6310276
231478405894966,15521926857626.7,4136963.88506937,225014531558.185,36571574622201.2,1171488175.54787
605800736666809,176272629772622,4347112.69653334,1242514204570.5,34688583652417.7,709507067.675869
248776541854398,44102509904889,898147.491088148,167816290308.871,7406434029206.73,676930874.26762
NA,NA,NA,NA,NA,NA
1180914074209213,14022461971424,140233.294058928,105086771658.272,1745394433031.16,31872079.9258038
385889946802286,19817773674047.2,4467942.36762021,247205613132.379,36920392177873,1188087875.96195
406028238642975,9185982176802.8,1594271.20141294,-157808328931.267,18101225153850.4,1321424661.92552
1129089356780480,286910216437.011,23822.9933471408,21299851112.7707,335935238008.12,32030185.4768339
940707807769505,275771907859191,2983587.08730915,1122023642464.43,38215308244687.2,1137838356.76143
1484510071177450,278146071886321,4557248.65978843,1860042147041.22,54149660534607.2,580906218.912026
1115744682425469,2071704775976.7,12852.7709684714,-1629816280.99016,129956187349.074,30007474.2197416
819891905972181,21044917990677,2900968.2011765,-76847432766.0118,43884800845328.5,869654190.304886
71489895481016.8,17990273523859.4,1349614.47601104,-72434958480.2029,9563874987494.51,1384770074.93232
677845442227089,536439080660679,3039588.66993216,1450346517206.63,41870328075797.5,991621310.941455
918378116778199,139202278390074,3144649.0708486,400556199521.415,58284723240796.9,1258142803.75373
861375959824309,13659786601.6256,1950.2758862164,853354521.149416,27220479930.9953,1831391.18393201
742752302346797,284766051179175,3441310.64217669,968964086701.248,30233914311936,997512973.00857
2082235687141188,349025688932909,5464346.10749972,2336216550494.44,91242323486637.5,921012241.166201
657891097907016,287099792194060,5389933.0926844,1429284363498.67,60075791406886.3,911075779.212715
313401802942082,16332881938320.8,2059952.83023969,9497479384.46479,22398709433505.4,1149727585.14858
1090597076736679,424967963.24138,1.54118881854759,-196472489.255201,13444875.5478852,5321555.37352524
2023508374030151,356484846325388,5479419.8691191,1413452274574.11,67192633000531,1013502585.75606
552712840750144,298876128206754,2217998.83737216,1173834703141.84,26230945802646,1130002960.53799
1130836359899660,339138473828.915,9505.82190862992,18538565522.0564,144279321029.49,3595769.65106074
907492904428314,127206209351647,3913459.10916648,409630739477.831,35907591684799.2,1069149418.19941
1113983144953848,2729815342220.44,125747.266028225,88547673100.4546,1112596309566.14,51968382.2509798
373923726977450,6998985380576.75,1053773.7151709,-165540431278.594,13678533734641.7,1320068261.9875
2550443404491108,664414759347144,3914938.7876705,2956273505787.33,59434595136179.2,786445903.98702
898957615667421,102523112272.767,4616.72133519037,3045748163.11217,45014559630.0442,50238117.5809726
762555029338252,208119852.896179,2.84221057952748,-244797190.243257,43441245.7418738,6780546.76253095
1127799866927503,3204539877591.72,96853.7851490965,85400724522.6762,1316967417478.58,13325176.3709553
143545279083997,22415693774981.3,2067829.39418741,-35793481090.7678,18935702994773.4,1253420638.87395
306639942500433,19337394409732.2,2499808.21851379,3337057187.42623,9495441876821.25,1181005477.2693
1497843431730078,24771123859118.3,3421895.38393556,-82038666761.942,49289044487052.5,1212399428.63673
135574491797532,26541166556527,849386.36892671,153797306074.235,7438132827839.43,1489932189.61296
785242047713448,314497792715044,4619630.35794548,1012050111842.74,68637928297970.3,946378472.145751
923135264583626,12605123541382.9,3141496.72294143,283093872053.025,38758592068116.2,1036512471.89896
1162816210098105,1149845843692.38,72997.5621371521,64731677892.9832,990285866420.548,29997198.633994
965923548540146,869327070842924,5344090.09647089,3703091751147.82,90219190839816.9,741816336.379663
60461108405334.8,10293142461770.5,889282.696786272,-18295650654.358,10856146629615.6,1345012437.02752
631264415625025,455286207873118,4841579.87944234,1748075324016.12,51040360798271.6,1084322802.47628
375206756062450,115455259667730,2301072.44641066,497401057612.86,15465589285762.9,1218564526.35251
1146581810724729,14649955637.7404,756.430607944881,-1671862241.76983,12424594407.921,33862001.0772527
1103101152851909,7659631550.5279,996.10470380539,935047964.637946,9892601686.92252,5494854.24591892
130525969879596,46840371912858.4,1923704.02993998,333863243838.857,20490117543389,1270088262.33139
930875119510468,802246694757819,5254263.03304927,453258872559,95665909558514.9,943138860.181595
654868205726966,12939923525369.2,1277804.27156126,-114288937740.817,11846913369558.6,888515564.388563
